Company_Id,title,publish date
3,Is Amazon Stock Ready to Break Out Again?,10/15/19
3,Microsoft Just Won a $10 Billion Defense Cloud Contract,10/28/19
3,6 Stocks to Buy for Their Massive Stock Buybacks,10/30/19
3,"Andrew Yang at Democratic debate: No one uses Bing. ‘Sorry, Microsoft, it’s true.’ - NJ.com",10/16/19
3,5 Amazing Big Tech Earnings Charts,10/22/19
3,"Ações da Apple abrem a semana em nova alta histórica, valendo agora US$249,05",10/28/19
3,"Apple surpasses Microsoft as the world’s most valuable company (AAPL, MSFT)",10/18/19
3,Microsoft Set to Beat Estimates: ETFs to Buy,10/21/19
3,Are Women Better Stock Investors?,10/23/19
3,Tech Stocks for Dividend Investors to Buy as Q3 Earnings Season Heats Up,10/16/19
3,5 Amazing Big Tech Earnings Charts - Nasdaq,10/22/19
3,Microsoft As The One Stock To Rule Them All,10/25/19
3,Software sees green after MSFT print,10/24/19
3,"France, Germany cloud push rivals AMZN, MSFT",10/29/19
3,"Microsoft: i conti volano con Office e cloud, in calo Surface e gaming",10/24/19
3,"MSFT, ORCL, VMW most defensible stocks - BMO",10/18/19
3,"""Digital"" Gains in Real Estate",10/22/19
3,Microsoft Reports Good Results and Mixed Guidance,10/23/19
3,"Microsoft's booming cloud business could send the stock soaring 15% over the next year, RBC says (MSFT)",10/18/19
3,Microsoft CEO Satya Nadella lays out the technologies he’s betting on to take it past its $1 trillion valuation (MSFT),10/24/19
3,CenturyLink Augments Network Connectivity to Google Cloud,10/16/19
3,"Amazon AWS Selected by Old Mutual, Expands Cloud Clientele",10/18/19
3,"The Zacks Analyst Blog Highlights: Verizon, Microsoft and Cisco Systems",10/17/19
3,"Manufacturing & Retail Worries, Brexit, Q3 Earnings & Buy Google Stock - Free Lunch",10/17/19
3,"S&P 500 at New Highs, Rate Cut, Tech Earnings & Buy BURL Stock - Free Lunch",10/29/19
3,What to watch in Microsoft's Q1,10/23/19
3,"Nuance, Microsoft automating clinical documentation",10/17/19
3,Microsoft forecasts Q2 Intelligent Cloud strength,10/23/19
3,How the U.S. Trade War With China Might Affect Sony,10/24/19
3,"The Zacks Analyst Blog Highlights: Facebook, International Business Machines, Microsoft, SAP and Accenture - Nasdaq",10/16/19
3,David Rolfe’s Wedgewood Sells Longtime Holding Berkshire Hathaway,10/17/19
3,Microsoft Sees Few Clouds on Tech Horizon - The Wall Street Journal,10/24/19
3,S&P 500: Tech Stocks Could Lead Decline Today - Market Realist,10/23/19
3,Microsoft Stock Approaches Buy Point On Post-Earnings Buzz - Investor's Business Daily,10/25/19
3,Amazon may seek cloud rematch with Microsoft and the Pentagon - Fox Business,10/28/19
3,Dow Jones Flashes Bullish Signal; Alphabet Rallies Ahead Of Earnings - Investor's Business Daily,10/28/19
3,Daily Insider Ratings Round Up 10/28/19,10/30/19
3,EU data watchdog raises Microsoft concerns,10/21/19
3,Don't count Amazon out on JEDI contract- Cowen,10/28/19
3,Microsoft is a cloud story: analyst - Yahoo Finance,10/23/19
3,Microsoft acquires Mover,10/21/19
3,Apple shares hit new all-time intraday high,10/22/19
3,Apple shares hit new all-time intraday and closing highs,10/21/19
3,Apple shares hit new all-time intraday and closing highs,10/25/19
3,Apple shares hit new all-time intraday and closing highs,10/24/19
4,Wall Street is souring on Netflix ahead of earnings. Here's why 6 firms have cut their price targets in recent weeks. (NFLX),10/16/19
4,Netflix Inc (NFLX) Q3 2019 Earnings Call Transcript,10/17/19
4,The Number One: FAANG companies’ employees donate most often to this presidential candidate,10/31/19
4,Netflix says new competition from Apple and Disney might actually help its business,10/16/19
4,Benioff & Weiss drop out of ‘Star Wars’ trilogy and HBO nixes ‘Game of Thrones’ prequel series,10/29/19
4,Stranger Things fans are flocking to buy this item,10/16/19
4,LIVE: Netflix reports Q3 earnings as Wall Street braces for another miss on subscriber growth (NFLX),10/16/19
4,This chart shows how much Brexit matters to the U.S. stock market,10/17/19
4,Need to Know: The S&P 500 may be ‘one decent day of gains’ away from a ‘breakout’,10/16/19
4,"The Ratings Game: Apple’s battle with Netflix won’t hurt profit despite free offer and content costs, Morgan Stanley says",10/23/19
4,Netflix to sell another $2 billion of junk bonds as it braces for onslaught of competition,10/21/19
4,Netflix Earnings Preview,10/15/19
4,"Momentum investors are now buying shares of Apple, Amazon and Netflix",10/15/19
4,Meg Whitman’s new venture is thinking big with a short-form streaming service,10/22/19
4,Netflix: The Best Days Are Over,10/17/19
4,"Netflix is 'the Mercedes-Benz, it's the Rolex' of streaming: analyst",10/16/19
4,Netflix Stock Chart and Earnings Preview,10/16/19
4,Netflix (NFLX) Surpasses Q3 Earnings Estimates,10/16/19
4,What's Next for Netflix Stock After Q3 Earnings as Apple & Disney Launch?,10/18/19
4,Actualité : Netflix passe la barre des 151 millions d'abonnés et rassure les actionnaires,10/17/19
4,"Netflix admitted price hikes hurt growth in the US, and its pricing power will face an even greater test as new rivals launch (NFLX)",10/18/19
4,What's in the Offing for Netflix (NFLX) in Q3 Earnings?,10/15/19
4,MarketWatch First Take: Netflix finally admits the obvious: Competition from Apple and Disney will hurt,10/16/19
4,Market Extra: WeWork bonds sink as bankers circulate rescue financing proposals,10/16/19
4,Market Extra: WeWork bonds fall on SoftBank’s roughly $10 billion rescue package,10/24/19
4,3 Tech Stocks for Growth Investors to Buy During Q3 Earnings Season - Nasdaq,10/18/19
4,"The 'Empire Strikes Back'; Why FANG Isn't Leading, And What It Can Do Right Now",10/18/19
4,3 Reasons to Believe Netflix’s Incredible Cash Flow Promise,10/19/19
4,Netflix Jumps After Earnings But Has A Winding Road Ahead,10/17/19
4,"Big Bank & Healthcare Earnings, Netflix Q3 Preview & Buy Lululemon Stock - Free Lunch",10/15/19
4,Survey: Teens Spend More Time On YouTube Than Netflix,10/15/19
4,Netflix spikes 11% after global subscriber growth blows away forecasts (NFLX),10/16/19
4,Jeff Reeves's Strength in Numbers: Three company earnings reports that are better than you thought — and three that are worse,10/17/19
4,Assessing Apple's Streaming Plans' Potential To Hurt Netflix,10/21/19
4,Disney Earnings Preview: What's Next for DIS Stock in the Streaming TV Era,10/31/19
4,"Bank Earnings Quartet Mostly In Tune, Led By Strength At JP Morgan, Citigroup",10/15/19
4,Netflix Set To Report Earnings As Streaming Wars Intensify,10/15/19
4,Netflix Q3 Preview: The Calm Before the Streaming-Wars Storm?,10/15/19
4,Will Netflix Inc Remain A FAA(N)G Stock?,10/24/19
4,"Barron's Picks And Pans: Boeing, Comcast, Conoco, Emerson And More",10/20/19
4,'Netflix of horror' hopes to capitalize on Halloween spending,10/30/19
4,Netflix scores big with 'Breaking Bad' but streaming wars loom large,10/20/19
4,Desperate Netflix Loses Chill After Quarterly Report to Tackle Your Password Sharing,10/22/19
4,Don’t Miss the Chance to Get in on Netflix Stock Ahead of Earnings,10/15/19
4,"3 Large-Cap Stocks to Buy After Earnings: JPM, NFLX and KMI",10/18/19
4,Edited Transcript of NFLX earnings conference call or presentation 16-Oct-19 10:00pm GMT,10/18/19
4,5 Key Earnings Charts to Watch This Week,10/16/19
4,Economic Data Deluge,10/16/19
4,"Manufacturing & Retail Worries, Brexit, Q3 Earnings & Buy Google Stock - Free Lunch",10/17/19
4,Netflix looks for earnings rebound as streaming fight heats up - Fox Business,10/16/19
4,"NFLX, ACB among top premarket gainers",10/17/19
4,Why Netflix Shareholders Should Be Worried,10/18/19
4,Netflix Grabs Another $2.2 Billion of Lower-Interest Debt,10/23/19
4,2 Tech Stocks That Could Beat a Recession,10/25/19
4,Stocks 'no brainer' over bonds - Fox Business,10/19/19
4,Attention Walmart shoppers! Streaming service Vudu for sale? - Fox Business,10/30/19
4,'Game of Thrones' creators exit upcoming 'Star Wars' films,10/29/19
4,Goldman Sachs: 3 Buy-Rated Stocks That Could Soar,10/17/19
4,Is Doomed Netflix the New BlackBerry?,10/15/19
4,Apple shares hit new all-time intraday and closing highs,10/23/19
4,Apple shares hit new all-time intraday and closing highs,10/23/19
4,Apple shares hit new all-time intraday high,10/22/19
4,Apple shares hit new all-time intraday and closing highs,10/25/19
4,Apple shares hit new all-time intraday and closing highs,10/24/19
4,"Bank of America Results, Brexit Dominate Morning, but Netflix in Focus this Afternoon",10/16/19
4,"Earnings Speak To Continued Equity Upside, Says Bill Gunderson (Podcast)",10/21/19
4,美股盤後 — 川普稱美中協議進展順利 標普衝破 3000 大關 - 鉅亨網財經新聞,10/21/19
4,美股盤後 — Fed 降息預期+美中貿易協議進展超前 標普刷下歷史新高 - 鉅亨網財經新聞,10/28/19
4,Two sentences in Netflix's earnings should terrify those obsessed with its stock,10/16/19
4,美股盤後 – 「金絲雀」暗黑財報有亮點 Fed降息機率飆94.6% 標普逼歷史高點 - 鉅亨網財經新聞,10/23/19
4,美股盤後 — 英特爾衝鋒大漲 那斯達克100刷歷史新高 標普創歷史次高 - 鉅亨網財經新聞,10/25/19
4,What to expect in Netflix 3Q 2019 earnings,10/16/19
4,"Benzinga's Bulls And Bears Of The Week: Beyond Meat, Netflix, Johnson & Johnson And More",10/19/19
4,Brexit Deal and Better-Than-Expected Earnings Have Wall Street in a Buying Mood,10/17/19
4,Netflix seen lowballing subscriber guidance,10/17/19
4,Netflix spikes 11% after global subscriber growth blows away forecasts (NFLX),10/16/19
4,"Amazon (AMZN) Q3 2019 Earnings Preview: AWS, Prime & Advertising",10/16/19
4,Verizon (VZ) Q3 Earnings on Deck as It Announces Partnership with Disney (DIS),10/23/19
4,Will AT&T Ramp Up Streaming Efforts as Q3 Earnings Near?,10/25/19
4,Apple ETFs in the Spotlight Ahead of Fiscal Q4 Earnings,10/29/19
4,Apple Earnings After The Bell: Will It Remain The World's Most Valuable Company?,10/30/19
4,Uber Q3 Earnings Preview: Buy Ride-Hailing Stock After Lyft's Success?,10/30/19
4,"10 ""Autopay"" Dividend Stock Picks to Subscribe To",10/30/19
4,"What's moving markets today: October 16, 2019",10/16/19
4,The Tech Sector's Valuation Gap Is Narrowing -- And That's Probably a Good Thing - TheStreet.com,10/19/19
4,"Netflix, Alteryx, and Okta Lead Tech Losses Today - Market Realist",10/18/19
4,"Discovery, The Mosaic Company, Netflix and IBM highlighted as Zacks Bull and Bear of the Day",10/17/19
4,美股盤後 - 四大指數小幅收跌、蘋果財報前夕大跌2.31% - 鉅亨網財經新聞,10/29/19
4,Tech Stocks for Dividend Investors to Buy as Q3 Earnings Season Heats Up,10/16/19
4,ETFs to Tap on Netflix' Strong Subscriber Comeback in Q3,10/17/19
4,3 Tech Stocks for Growth Investors to Buy During Q3 Earnings Season,10/18/19
4,10 Money-Losing Stock Picks That Might Make You Money Anyway,10/29/19
4,Netflix prices $2.22 billion of its junk bonds,10/22/19
4,美股盤後— 美股迎來開門紅聯合健康、小摩、嬌生財報告捷 - 鉅亨網財經新聞,10/15/19
4,美股盤後 — Fed三度降息 鮑爾一句話推助標普刷新高紀錄 - http://house.cnyes.com/global/index_all_news.aspx,10/30/19
4,美股盤後— 脫歐危機緩解Netflix大摩財報靚台積電ADR收跌0.76% | Anue鉅亨- 美股 - http://house.cnyes.com/global/index_all_news.aspx,10/17/19
4,Buy Gold While The Market Is Risk-On,10/21/19
4,"Market Volatility Bulletin: Stocks Absorb Negative Retail Sales Print Gracefully, VIX Holds Tight",10/16/19
4,"Netflix plans $2 billion bond offering to finance content, production and potential deals",10/21/19
4,Next Week Will Be a Game-Changer for AT&T Stock,10/25/19
5,"LIVE: Here come Alphabet's earnings (GOOG, GOOGL)",10/28/19
5,"Google's brand-new Pixel 4 just launched — but here's why you should consider buying the Pixel 3a instead (GOOG, GOOGL)",10/28/19
5,"Forget Google's new Pixel 4 — here are 8 reasons you should actually buy the $500 Pixel 3 instead (GOOG, GOOGL)",10/20/19
5,"YouTube's algorithm may not be radicalizing people, it's just made it easier for people with far-right views to find a community, a new study suggests (GOOG, GOOGL)",10/24/19
5,"Google made 3 big mistakes with the Pixel 4's camera, and missed a golden opportunity to make it unbeatable (GOOG, GOOGL)",10/23/19
5,"Everyone expected the Pixel 4 to have the best smartphone camera, but Apple's iPhone 11 Pro ruined Google's party (GOOG, GOOGL)",10/26/19
5,Pixel 4’s 90Hz display isn’t always 90Hz,10/23/19
5,"Google confirms it's fixing the facial-recognition feature on the Pixel 4 after a security gap would let anyone unlock your phone while your eyes are closed (GOOG, GOOGL)",10/21/19
5,Dow Jones Newswires: Total speeding up digital transformation to create $1.5 billion in value by 2025,10/18/19
5,DoD's $10 billion 'Jedi' cloud contract goes to Microsoft over Amazon,10/25/19
5,"Dow Jones Holds 27000 Level As Pfizer, Merck Soar On Earnings - Investor's Business Daily",10/29/19
5,Alphabet Inc (GOOG) (GOOGL) Q3 2019 Earnings Call Transcript,10/29/19
5,Alphabet Announces Third Quarter 2019 Results (Alphabet),10/28/19
5,The Number One: FAANG companies’ employees donate most often to this presidential candidate,10/31/19
5,26 des 30 plus gros sites de presse autorisent Google à diffuser leurs extraits gratuitement,10/22/19
5,"Snap earnings show continued strong user growth, stock heads higher in late trading",10/22/19
5,GOOGL Just Below Buy Point,10/25/19
5,"Here's everything Google just announced at its big Pixel event (GOOG, GOOGL)",10/15/19
5,"Google turned its homepage into a spooky trick or treat game to celebrate Halloween (GOOG, GOOGL)",10/31/19
5,This chart shows how much Brexit matters to the U.S. stock market,10/17/19
5,"Momentum investors are now buying shares of Apple, Amazon and Netflix",10/15/19
5,Meg Whitman’s new venture is thinking big with a short-form streaming service,10/22/19
5,"The Ratings Game: Google-parent Alphabet’s stock falls, but Wall Street giddy despite big earnings miss",10/29/19
5,Google to report Q3 2019 earnings after the bell,10/28/19
5,"The most exciting update in Google's new Pixel phone is a feature that has flopped in the past (GOOG, GOOGL)",10/16/19
5,A Waymo executive explains why the self-driving startup wants its rides to be 'amazingly boring' (GOOGL),10/22/19
5,"5 Top Stock Trades for Wednesday: ROKU, NVDA, GOOGL",10/15/19
5,"Alphabet (GOOGL) Q3 Earnings Miss Estimates, Revenues Beat",10/29/19
5,"Undeserved: Alphabet, Shopify; Unforgiven: Grubhub, Beyond Meat",10/29/19
5,Alphabet (GOOGL) Stock Sinks As Market Gains: What You Should Know,10/21/19
5,Why Does Google Want to Buy Fitbit?,10/29/19
5,自動刪除 YouTube 記錄，停止追蹤觀看影片和搜尋內容,10/18/19
5,Market Snapshot: Stock-index futures edge lower after S&P 500 notches record,10/29/19
5,How to buy toys for the kid who has everything — without relying on sponsored lists from Amazon or Walmart,10/21/19
5,Green Sheet: MrBeast and PewDiePie will ‘freaking do something about climate change’ by planting 20 million trees,10/28/19
5,「仮面ライダーシティウォーズ」，2周年記念のキャンペーンが開催中,10/25/19
5,"Google made a small but important change in 2017 to how it thinks about 'Googleyness,' a key value it looks for in new hires (GOOGL)",10/31/19
5,"Marijuana stocks, after declines of over 50%, are now only ludicrously overpriced",10/16/19
5,The CEO of this robo-taxi company believes it has the inside track on rivals,10/22/19
5,Your Digital Self: Samsung’s new smartphone features could beat Apple to the punch,10/29/19
5,Howard Gold's No-Nonsense Investing: Wall Street is way too paranoid about a President Elizabeth Warren,10/29/19
5,"Here's why one analyst thinks YouTube could be worth $300 billion as a standalone company, making it more valuable than AT&T, Exxon Mobil, and Bank of America (GOOGL)",10/29/19
5,Google Makes Major Commitment to Small Businesses in Underserved Communities,10/31/19
5,Google Expands Device Lineup: Key Made by Google Takeaways,10/16/19
5,Alphabet to Report Earnings Today: Here's What to Watch,10/28/19
5,The total market index isn’t all it’s cracked up to be,10/21/19
5,Market Snapshot: Why would the Fed cut interest rates a 3rd time in a row even as stocks near records? Investors may soon find out,10/27/19
5,"The Force Is With Microsoft; Apple Might Be Cooked For Now, Let's Chart It",10/27/19
5,Google in bid to buy Fitbit: report - Fox Business,10/28/19
5,5 Must See Big Tech Earnings Charts - Yahoo Finance,10/29/19
5,【世界経済を学ぶ】Googleの親会社の米国株銘柄 Alphabet【GOOGL、GOOG】 - 日本の投資家AFURO KENブログ,10/23/19
5,Spotlight on Tech Earnings - Nasdaq,10/28/19
5,京东PLUS会员：BRITAX 宝得适 宝宝汽车儿童安全座椅 首卫者 1952元包邮（北京、天津、内蒙古）,10/26/19
5,Warren and Biden Attack Facebook's Most Successful Business - Market Realist,10/15/19
5,"S&P 500 at New Highs, Rate Cut, Tech Earnings & Buy BURL Stock - Free Lunch",10/29/19
5,Q3 Earnings Outlook For Alphabet,10/28/19
5,Survey: Teens Spend More Time On YouTube Than Netflix,10/15/19
5,Roku Shares Advance After Streaming-Tech Company Adds Apple TV - TheStreet.com,10/15/19
5,"Big Tech Antitrust Is Bipartisan, Says Antitrust Chief Makan Delrahim - Barron's",10/22/19
5,We Really Like Alphabet,10/18/19
5,This Tesla Rival Is Destroying Elon Musk’s Lofty Self-Driving Car Ambitions,10/15/19
5,Lobbying spending by tech giants set to hit record highs - Fox Business,10/28/19
5,Google's Nest Business Is Losing Key Customers—What's Next? - Market Realist,10/22/19
5,"Google debuts new Pixelbook Go, Pixel Buds, and Nest Mini",10/15/19
5,Google unveils Pixel 4 and Pixel 4 XL smartphones with enhanced cameras,10/15/19
5,美股盤後 — Fed 降息預期+美中貿易協議進展超前 標普刷下歷史新高 - 鉅亨網財經新聞,10/28/19
5,麥肯錫：全球逾半數銀行無法承受經濟衰退 - 鉅亨網財經新聞,10/22/19
5,Nokia Partner Helps Google Fight Android Fine In Europe - Market Realist,10/16/19
5,Democrat Presidential Candidates Clash Over Breaking up Big Tech - TheStreet.com,10/16/19
5,確保美國軍事晶片供給 五角大廈力促台積電在美建新廠 - 鉅亨網財經新聞,10/28/19
5,Blue-Chip Tech Stocks for Investors to Buy Amid Q3 2019 Earnings Season,10/25/19
5,HCL Technologies Launches a Dedicated Google Cloud Business Unit to Accelerate Enterprise Cloud Adoption,10/31/19
5,検索連動型広告の帝王グーグルからシェアを奪うアマゾンの怖さ | 無能投資家の苦悩,10/20/19
5,Is the IPO Party Over? ETFs in Focus,10/15/19
5,CenturyLink Augments Network Connectivity to Google Cloud,10/16/19
5,"Amazon AWS Selected by Old Mutual, Expands Cloud Clientele",10/18/19
5,Garmin (GRMN) Expands in Fitness Segment With Garmin Swim 2,10/16/19
5,"Everyone expected the Pixel 4 to have the best smartphone camera, but Apple's iPhone 11 Pro ruined Google's party (GOOG, GOOGL)",10/26/19
5,What Might the FTC's Crackdown on Deceptive Online Marketing Mean for Social Media Companies?,10/29/19
5,Better Tech Stock Buy: Facebook vs. Google Parent Alphabet,10/16/19
5,Alphabet's Earnings Miss Expectations: 5 Metrics Investors Should See,10/29/19
5,"Look Beyond Profits, Revenue As Alphabet Stock Reports Earnings",10/25/19
5,"A mounting 'techlash' is hurting Alphabet's profits, and one analyst says spinning off YouTube could be the answer (GOOGL)",10/29/19
5,How the U.S. Trade War With China Might Affect Sony,10/24/19
5,Jeux vidéo: Google ouvre à Montréal son premier studio,10/24/19
5,David Rolfe’s Wedgewood Sells Longtime Holding Berkshire Hathaway,10/17/19
5,Warren Restricts Campaign Donations from Big Tech CEOs to $200 - Market Realist,10/17/19
5,"Ad Revenue, Cloud, Traffic Volume All In Focus As Alphabet Unveils Q3 Results",10/25/19
5,Microsoft Stock Approaches Buy Point On Post-Earnings Buzz - Investor's Business Daily,10/25/19
5,Dow Jones Flashes Bullish Signal; Alphabet Rallies Ahead Of Earnings - Investor's Business Daily,10/28/19
5,Google's Pixelbook Go is a great Chromebook — if you can get past its price,10/27/19
5,Apple shares hit new all-time intraday high,10/22/19
5,Apple shares hit new all-time intraday and closing highs,10/21/19
5,Apple shares hit new all-time intraday and closing highs,10/25/19
5,Apple shares hit new all-time intraday and closing highs,10/24/19
5,Apple shares hit new all-time intraday and closing highs,10/28/19
5,Apple shares hit new all-time intraday and closing highs,10/23/19
5,"VC Deals: Paytm Eyes $2B Financing, $16B Valuation",10/18/19
5,美股盤後 – 「金絲雀」暗黑財報有亮點 Fed降息機率飆94.6% 標普逼歷史高點 - 鉅亨網財經新聞,10/23/19
5,美股盤後 — 英特爾衝鋒大漲 那斯達克100刷歷史新高 標普創歷史次高 - 鉅亨網財經新聞,10/25/19